AoA,Cl_XFOIL,Cl_NF,Cl_Corr,Cd_XFOIL,Cd_NF,Cd_Corr,Cm_XFOIL,Cm_NF,Cm_Corr,err_Cl_before,err_Cl_after
9.266,1.5723,1.58759,1.5749953411380304,0.01531,0.01429,0.015298453255704439,-0.1389,-0.15309,-0.13937043721406073,0.015290000000000026,0.0026953411380303827
9.352,1.5784,1.59517,1.5822424639316026,0.01548,0.01439,0.015433041620335935,-0.1383,-0.15281,-0.1387322295813364,0.01676999999999995,0.003842463931602591
9.437,1.5851,1.60272,1.5897636819194623,0.01561,0.0145,0.01554019726690284,-0.1378,-0.15253,-0.13838693289045192,0.01761999999999997,0.004663681919462315
9.523,1.5922,1.61021,1.5972968979817377,0.01573,0.0146,0.015658552895827342,-0.1373,-0.15222,-0.1378410126140972,0.01800999999999986,0.005096897981737625
9.608,1.5987,1.61761,1.604300154264087,0.01587,0.01471,0.01578967790250011,-0.1367,-0.1519,-0.13739397270972062,0.018909999999999982,0.005600154264086887
9.694,1.6047,1.624983139534884,1.610190843901635,0.01604,0.01482139534883721,0.01587399580665807,-0.1361,-0.15154569767441858,-0.13685952527988565,0.02028313953488392,0.005490843901635012
9.779,1.6109,1.63205,1.6165583512205386,0.01621,0.01494,0.015985135506837264,-0.1355,-0.15118,-0.13632159127232582,0.021150000000000002,0.005658351220538593
9.864,1.6179,1.63901,1.6233155682116907,0.01633,0.01506,0.016106265021218973,-0.135,-0.15076,-0.1358441124618371,0.021110000000000184,0.005415568211690758
9.95,1.624,1.64572,1.6286804316227423,0.0165,0.01519,0.016265678265020934,-0.1344,-0.15031,-0.1351657505946296,0.02171999999999996,0.004680431622742232
10.035,1.6298,1.65214,1.6352935619137845,0.01669,0.01533,0.016543606088046982,-0.1337,-0.1498,-0.13467383414232661,0.022340000000000027,0.005493561913784584
10.121,1.6358,1.65817,1.6398089172680972,0.01686,0.01549,0.016774407117187723,-0.1331,-0.14923,-0.13399575939338026,0.02237,0.004008917268097267
10.206,1.6409,1.66375,1.6448933998798945,0.01709,0.01567,0.017076519668520907,-0.1323,-0.1486,-0.13321632820174972,0.022850000000000037,0.003993399879894444
10.291,1.6468,1.66875,1.6498765104539674,0.01726,0.01587,0.017334557336627428,-0.1317,-0.14789,-0.13238266133431117,0.021949999999999914,0.003076510453967396
10.377,1.6517,1.67308,1.6526260481950044,0.0175,0.0161,0.01768284132935446,-0.1309,-0.14709,-0.13141965528461974,0.021379999999999955,0.0009260481950044142
10.462,1.6569,1.67659,1.6540759937409064,0.01772,0.01638,0.01798866605877498,-0.1302,-0.14618,-0.13035402056030326,0.019689999999999985,-0.0028240062590936255
10.548,1.6598,1.67915,1.6565863383282744,0.01808,0.01669,0.01835275840019024,-0.1292,-0.14516,-0.12893626522422458,0.01934999999999998,-0.003213661671725543
10.633,1.659,1.68063,1.65507419612449,0.01865,0.01707,0.01877198352161432,-0.1277,-0.14402,-0.12743447917520825,0.021630000000000038,-0.003925803875510114
10.719,1.6484,1.68088,1.6538955127011679,0.01983,0.01753,0.01933997149265545,-0.1249,-0.14273,-0.1257209261354037,0.03247999999999984,0.005495512701167771
10.804,1.638,1.67982,1.6525739527566696,0.02101,0.01807,0.01993686276237712,-0.1222,-0.14131,-0.12387589930238753,0.04182000000000019,0.014573952756669728
10.889,1.6281,1.67739,1.6498887219730705,0.02219,0.01871,0.02071026207660036,-0.1196,-0.13975,-0.12193989161089244,0.049289999999999834,0.021788721973070357
10.975,1.6193,1.67363,1.64658366076755,0.02334,0.01947,0.021481421879301445,-0.1172,-0.13807,-0.12010125664640432,0.05432999999999999,0.027283660767549955
11.06,1.6134,1.66871,1.640791129886948,0.02432,0.02034,0.02240795948404963,-0.1153,-0.13629,-0.11825231523474775,0.05530999999999997,0.02739112988694803
11.146,1.6111,1.66291,1.6352900181864072,0.02507,0.0213,0.023361889453965196,-0.1138,-0.13446,-0.11634049037662965,0.051810000000000134,0.024190018186407203
11.231,1.6119,1.65663,1.6292779142968439,0.02562,0.02233,0.024344444113743934,-0.1127,-0.13263,-0.11445599132861463,0.044729999999999936,0.017377914296843766
11.317,1.6137,1.65035,1.6240636868026714,0.0261,0.02337,0.025380771524326946,-0.1117,-0.13084,-0.11262818826389144,0.03665000000000007,0.010363686802671523
11.402,1.6159,1.64453,1.6190572596398065,0.02656,0.02439,0.02637120970835368,-0.1107,-0.12916,-0.11095356479351458,0.028630000000000155,0.00315725963980662
11.487,1.6187,1.63957,1.6159973843657576,0.02699,0.02534,0.027233422509975038,-0.1099,-0.12763,-0.10943190667819452,0.020869999999999944,-0.0027026156342424557
11.573,1.6217,1.63573,1.614144616178481,0.02739,0.02621,0.0279815506098378,-0.1091,-0.12625,-0.1080495652269428,0.014029999999999987,-0.007555383821518991
11.658,1.6246,1.63312,1.6142920340488285,0.02782,0.02699,0.028667196761889273,-0.1082,-0.12505,-0.10683938815303425,0.008519999999999861,-0.01030796595117156
11.744,1.6278,1.63171,1.6164942992242513,0.02822,0.0277,0.029288764370669452,-0.1074,-0.124,-0.10578938815303425,0.00391000000000008,-0.011305700775748662
11.829,1.6307,1.63135,1.618185755238485,0.02865,0.02834,0.029853590714891128,-0.1066,-0.12309,-0.10488193638384831,0.0006500000000000394,-0.01251424476151497
11.915,1.6341,1.63186,1.6196766207128148,0.02905,0.02893,0.030367427813854608,-0.1059,-0.12228,-0.1040719363838483,-0.0022400000000000198,-0.01442337928718529
12.0,1.6369,1.63302,1.6209402827712813,0.02949,0.02949,0.030924495193801874,-0.1051,-0.12156,-0.1033519363838483,-0.0038800000000001056,-0.015959717228718695
